Rodada,Local,Data,Numero,Vencedor,TimeA,TotalGolsTimeA,TimeB,TotalGolsTimeB
22,Maracanã - Rio de Janeiro - RJ,09/29/2019 16:00:00,217,Fluminense - RJ,Fluminense - RJ,2,Grêmio - RS,1
22,Independência - Belo Horizonte - MG,09/29/2019 19:00:00,212,Atlético - MG,Atlético - MG,2,Ceará - CE,1
22,Arena da Baixada - Curitiba - PR,09/29/2019 19:00:00,220,,Athletico Paranaense - PR,1,Chapecoense - SC,1
22,Serra Dourada - Goiania - GO,09/30/2019 20:00:00,219,Goiás - GO,Goiás - GO,1,Cruzeiro - MG,0
22,Arena Castelão - Fortaleza - CE,09/30/2019 20:00:00,213,Fortaleza - CE,Fortaleza - CE,1,Botafogo - RJ,0
22,Ressacada - Florianopolis - SC,09/30/2019 20:00:00,218,Bahia - BA,Avaí - SC,0,Bahia - BA,2
23,Pacaembu - Sao Paulo - SP,10/05/2019 17:00:00,225,São Paulo - SP,São Paulo - SP,2,Fortaleza - CE,1
23,São Januário - Rio de Janeiro - RJ,10/05/2019 17:00:00,226,Santos - SP,Vasco da Gama - RJ,0,Santos - SP,1
23,Arena Fonte Nova - Salvador - BA,10/05/2019 19:00:00,229,Athletico Paranaense - PR,Bahia - BA,1,Athletico Paranaense - PR,2
23,Arena do Grêmio - Porto Alegre - RS,10/05/2019 19:00:00,221,,Grêmio - RS,0,Corinthians - SP,0
23,Mineirão - Belo Horizonte - MG,10/05/2019 21:00:00,222,,Cruzeiro - MG,1,Internacional - RS,1
23,Arena Condá - Chapeco - SC,10/06/2019 11:00:00,228,Flamengo - RJ,Chapecoense - SC,0,Flamengo - RJ,1
23,Arena Castelão - Fortaleza - CE,10/06/2019 16:00:00,223,Goiás - GO,Ceará - CE,0,Goiás - GO,1
23,Allianz Parque - Sao Paulo - SP,10/06/2019 16:00:00,224,,Palmeiras - SP,1,Atlético - MG,1
23,Nilton Santos - Rio de Janeiro - RJ,10/06/2019 16:00:00,227,Fluminense - RJ,Botafogo - RJ,0,Fluminense - RJ,1
23,Rei Pelé - Maceio - AL,10/06/2019 19:00:00,230,Csa - AL,Csa - AL,3,Avaí - SC,1
24,Nilton Santos - Rio de Janeiro - RJ,10/09/2019 19:15:00,237,Botafogo - RJ,Botafogo - RJ,3,Goiás - GO,1
24,Rei Pelé - Maceio - AL,10/09/2019 19:15:00,240,Csa - AL,Csa - AL,1,Internacional - RS,0
24,Arena Castelão - Fortaleza - CE,10/09/2019 20:30:00,233,Fortaleza - CE,Fortaleza - CE,2,Chapecoense - SC,0
24,Centenário - Caxias do Sul - RS,10/09/2019 21:00:00,231,Grêmio - RS,Grêmio - RS,2,Ceará - CE,1
24,Arena Fonte Nova - Salvador - BA,10/09/2019 21:00:00,239,,Bahia - BA,0,São Paulo - SP,0
24,Mineirão - Belo Horizonte - MG,10/09/2019 21:30:00,232,,Cruzeiro - MG,0,Fluminense - RJ,0
24,Vila Belmiro - Santos - SP,10/09/2019 21:30:00,235,Santos - SP,Santos - SP,2,Palmeiras - SP,0
24,Ressacada - Florianopolis - SC,10/10/2019 19:15:00,238,,Avaí - SC,0,Vasco da Gama - RJ,0
24,Arena Corinthians - Sao Paulo - SP,10/10/2019 19:15:00,234,,Corinthians - SP,2,Athletico Paranaense - PR,2
24,Maracanã - Rio de Janeiro - RJ,10/10/2019 20:00:00,236,Flamengo - RJ,Flamengo - RJ,3,Atlético - MG,1
25,Serra Dourada - Goiania - GO,10/12/2019 17:00:00,249,Goiás - GO,Goiás - GO,1,Csa - AL,0
25,Maracanã - Rio de Janeiro - RJ,10/12/2019 19:00:00,247,Fluminense - RJ,Fluminense - RJ,2,Bahia - BA,0
25,Pacaembu - Sao Paulo - SP,10/12/2019 21:00:00,244,Palmeiras - SP,Palmeiras - SP,1,Botafogo - RJ,0
25,Beira-Rio - Porto Alegre - RS,10/13/2019 16:00:00,241,,Internacional - RS,0,Santos - SP,0
25,Arena Castelão - Fortaleza - CE,10/13/2019 16:00:00,243,Ceará - CE,Ceará - CE,1,Avaí - SC,0
25,Arena da Baixada - Curitiba - PR,10/13/2019 16:00:00,250,Flamengo - RJ,Athletico Paranaense - PR,0,Flamengo - RJ,2
25,São Januário - Rio de Janeiro - RJ,10/13/2019 16:00:00,246,Vasco da Gama - RJ,Vasco da Gama - RJ,1,Fortaleza - CE,0
25,Morumbi - Sao Paulo - SP,10/13/2019 18:00:00,245,São Paulo - SP,São Paulo - SP,1,Corinthians - SP,0
25,Independência - Belo Horizonte - MG,10/13/2019 19:00:00,242,Grêmio - RS,Atlético - MG,1,Grêmio - RS,4
25,Arena Condá - Chapeco - SC,10/13/2019 19:00:00,248,,Chapecoense - SC,1,Cruzeiro - MG,1
26,Rei Pelé - Maceio - AL,10/16/2019 19:15:00,260,,Csa - AL,2,Atlético - MG,2
26,Arena do Grêmio - Porto Alegre - RS,10/16/2019 19:15:00,251,Bahia - BA,Grêmio - RS,0,Bahia - BA,1
26,Arena Castelão - Fortaleza - CE,10/16/2019 20:00:00,253,Flamengo - RJ,Fortaleza - CE,1,Flamengo - RJ,2
26,Mineirão - Belo Horizonte - MG,10/16/2019 21:00:00,252,Cruzeiro - MG,Cruzeiro - MG,1,São Paulo - SP,0
26,Allianz Parque - Sao Paulo - SP,10/16/2019 21:00:00,254,Palmeiras - SP,Palmeiras - SP,1,Chapecoense - SC,0
26,Serra Dourada - Goiania - GO,10/16/2019 21:30:00,259,,Goiás - GO,2,Corinthians - SP,2
26,São Januário - Rio de Janeiro - RJ,10/16/2019 21:30:00,256,Vasco da Gama - RJ,Vasco da Gama - RJ,2,Botafogo - RJ,1
26,Ressacada - Florianopolis - SC,10/17/2019 19:15:00,258,Internacional - RS,Avaí - SC,0,Internacional - RS,2
26,Vila Belmiro - Santos - SP,10/17/2019 19:15:00,255,Santos - SP,Santos - SP,2,Ceará - CE,1
26,Maracanã - Rio de Janeiro - RJ,10/17/2019 21:00:00,257,Athletico Paranaense - PR,Fluminense - RJ,1,Athletico Paranaense - PR,2
27,Arena Castelão - Fortaleza - CE,10/19/2019 17:00:00,263,Fortaleza - CE,Fortaleza - CE,2,Grêmio - RS,1
27,Arena Corinthians - Sao Paulo - SP,10/19/2019 19:00:00,264,Cruzeiro - MG,Corinthians - SP,1,Cruzeiro - MG,2
27,Beira-Rio - Porto Alegre - RS,10/20/2019 16:00:00,261,Vasco da Gama - RJ,Internacional - RS,0,Vasco da Gama - RJ,1
27,Morumbi - Sao Paulo - SP,10/20/2019 16:00:00,265,São Paulo - SP,São Paulo - SP,1,Avaí - SC,0
27,Independência - Belo Horizonte - MG,10/20/2019 16:00:00,262,Atlético - MG,Atlético - MG,2,Santos - SP,0
27,Maracanã - Rio de Janeiro - RJ,10/20/2019 18:00:00,266,Flamengo - RJ,Flamengo - RJ,2,Fluminense - RJ,0
27,Arena da Baixada - Curitiba - PR,10/20/2019 19:00:00,270,,Athletico Paranaense - PR,1,Palmeiras - SP,1
27,Arena Condá - Chapeco - SC,10/20/2019 19:00:00,268,,Chapecoense - SC,2,Goiás - GO,2
27,Pituaçu - Salvador - BA,10/21/2019 19:30:00,269,Ceará - CE,Bahia - BA,1,Ceará - CE,2
27,Nilton Santos - Rio de Janeiro - RJ,10/21/2019 20:00:00,267,Botafogo - RJ,Botafogo - RJ,2,Csa - AL,1
28,Arena Castelão - Fortaleza - CE,10/26/2019 17:00:00,273,,Ceará - CE,1,Vasco da Gama - RJ,1
28,Arena Corinthians - Sao Paulo - SP,10/26/2019 17:00:00,274,,Corinthians - SP,0,Santos - SP,0
28,Arena Fonte Nova - Salvador - BA,10/26/2019 19:00:00,279,Internacional - RS,Bahia - BA,2,Internacional - RS,3
28,Maracanã - Rio de Janeiro - RJ,10/26/2019 19:30:00,277,,Fluminense - RJ,1,Chapecoense - SC,1
28,Mineirão - Belo Horizonte - MG,10/26/2019 21:00:00,272,,Cruzeiro - MG,1,Fortaleza - CE,1
28,Morumbi - Sao Paulo - SP,10/27/2019 16:00:00,275,São Paulo - SP,São Paulo - SP,2,Atlético - MG,0
28,Arena da Baixada - Curitiba - PR,10/27/2019 16:00:00,280,Athletico Paranaense - PR,Athletico Paranaense - PR,4,Goiás - GO,1
28,Arena do Grêmio - Porto Alegre - RS,10/27/2019 16:00:00,271,Grêmio - RS,Grêmio - RS,3,Botafogo - RJ,0
28,Ressacada - Florianopolis - SC,10/27/2019 18:00:00,278,Palmeiras - SP,Avaí - SC,1,Palmeiras - SP,2
28,Maracanã - Rio de Janeiro - RJ,10/27/2019 19:00:00,276,Flamengo - RJ,Flamengo - RJ,1,Csa - AL,0
29,Allianz Parque - Sao Paulo - SP,10/30/2019 19:30:00,284,Palmeiras - SP,Palmeiras - SP,3,São Paulo - SP,0
29,Ressacada - Florianopolis - SC,10/30/2019 19:30:00,288,Fortaleza - CE,Avaí - SC,1,Fortaleza - CE,3
29,Independência - Belo Horizonte - MG,10/30/2019 19:30:00,282,Chapecoense - SC,Atlético - MG,0,Chapecoense - SC,2
29,Arena Castelão - Fortaleza - CE,10/30/2019 21:30:00,283,Ceará - CE,Ceará - CE,2,Fluminense - RJ,0
29,São Januário - Rio de Janeiro - RJ,10/30/2019 21:30:00,286,Grêmio - RS,Vasco da Gama - RJ,1,Grêmio - RS,3
29,Rei Pelé - Maceio - AL,10/30/2019 21:30:00,290,Csa - AL,Csa - AL,2,Corinthians - SP,1
29,Vila Belmiro - Santos - SP,10/31/2019 19:15:00,285,Santos - SP,Santos - SP,1,Bahia - BA,0
29,Serra Dourada - Goiania - GO,10/31/2019 20:00:00,289,,Goiás - GO,2,Flamengo - RJ,2
29,Nilton Santos - Rio de Janeiro - RJ,10/31/2019 21:30:00,287,Cruzeiro - MG,Botafogo - RJ,0,Cruzeiro - MG,2
29,Beira-Rio - Porto Alegre - RS,10/31/2019 21:30:00,281,,Internacional - RS,1,Athletico Paranaense - PR,1
30,Arena Castelão - Fortaleza - CE,11/02/2019 17:00:00,293,,Fortaleza - CE,2,Atlético - MG,2
30,Allianz Parque - Sao Paulo - SP,11/02/2019 19:00:00,294,Palmeiras - SP,Palmeiras - SP,1,Ceará - CE,0
30,Maracanã - Rio de Janeiro - RJ,11/02/2019 19:00:00,297,,Fluminense - RJ,0,Vasco da Gama - RJ,0
30,Arena Condá - Chapeco - SC,11/02/2019 21:00:00,298,São Paulo - SP,Chapecoense - SC,0,São Paulo - SP,3
30,Maracanã - Rio de Janeiro - RJ,11/03/2019 16:00:00,296,Flamengo - RJ,Flamengo - RJ,4,Corinthians - SP,1
30,Arena da Baixada - Curitiba - PR,11/03/2019 18:00:00,300,Athletico Paranaense - PR,Athletico Paranaense - PR,1,Csa - AL,0
30,Arena do Grêmio - Porto Alegre - RS,11/03/2019 18:00:00,291,Grêmio - RS,Grêmio - RS,2,Internacional - RS,0
30,Mineirão - Belo Horizonte - MG,11/03/2019 19:00:00,292,,Cruzeiro - MG,1,Bahia - BA,1
30,Vila Belmiro - Santos - SP,11/03/2019 19:00:00,295,Santos - SP,Santos - SP,4,Botafogo - RJ,1
30,Serra Dourada - Goiania - GO,11/03/2019 19:30:00,299,Goiás - GO,Goiás - GO,2,Avaí - SC,0
31,Arena Corinthians - Sao Paulo - SP,11/06/2019 19:30:00,304,Corinthians - SP,Corinthians - SP,3,Fortaleza - CE,2
31,Mineirão - Belo Horizonte - MG,11/06/2019 20:00:00,302,Atlético - MG,Atlético - MG,2,Goiás - GO,0
31,Ressacada - Florianopolis - SC,11/06/2019 21:00:00,308,Santos - SP,Avaí - SC,1,Santos - SP,2
31,São Januário - Rio de Janeiro - RJ,11/06/2019 21:30:00,306,Palmeiras - SP,Vasco da Gama - RJ,1,Palmeiras - SP,2
31,Arena Fonte Nova - Salvador - BA,11/06/2019 21:30:00,309,,Bahia - BA,1,Chapecoense - SC,1
31,Arena da Baixada - Curitiba - PR,11/06/2019 21:30:00,310,,Athletico Paranaense - PR,0,Cruzeiro - MG,0
31,Arena Castelão - Fortaleza - CE,11/07/2019 19:30:00,303,Ceará - CE,Ceará - CE,2,Internacional - RS,0
31,Morumbi - Sao Paulo - SP,11/07/2019 19:30:00,305,Fluminense - RJ,São Paulo - SP,0,Fluminense - RJ,2
31,Nilton Santos - Rio de Janeiro - RJ,11/07/2019 20:00:00,307,Flamengo - RJ,Botafogo - RJ,0,Flamengo - RJ,1
31,Arena do Grêmio - Porto Alegre - RS,11/07/2019 21:00:00,301,Grêmio - RS,Grêmio - RS,2,Csa - AL,1
32,Serra Dourada - Goiania - GO,11/09/2019 17:00:00,319,Santos - SP,Goiás - GO,0,Santos - SP,3
32,Pacaembu - Sao Paulo - SP,11/09/2019 19:00:00,314,,Palmeiras - SP,1,Corinthians - SP,1
32,Mineirão - Belo Horizonte - MG,11/10/2019 16:00:00,312,,Cruzeiro - MG,0,Atlético - MG,0
32,Morumbi - Sao Paulo - SP,11/10/2019 16:00:00,315,Athletico Paranaense - PR,São Paulo - SP,0,Athletico Paranaense - PR,1
32,Beira-Rio - Porto Alegre - RS,11/10/2019 16:00:00,311,Internacional - RS,Internacional - RS,2,Fluminense - RJ,1
32,Maracanã - Rio de Janeiro - RJ,11/10/2019 18:00:00,316,Flamengo - RJ,Flamengo - RJ,3,Bahia - BA,1
32,Arena Castelão - Fortaleza - CE,11/10/2019 19:00:00,313,Fortaleza - CE,Fortaleza - CE,1,Ceará - CE,0
32,Arena Condá - Chapeco - SC,11/10/2019 19:00:00,318,Grêmio - RS,Chapecoense - SC,0,Grêmio - RS,1
32,Rei Pelé - Maceio - AL,11/10/2019 19:00:00,320,Vasco da Gama - RJ,Csa - AL,0,Vasco da Gama - RJ,3
32,Nilton Santos - Rio de Janeiro - RJ,11/11/2019 20:00:00,317,Botafogo - RJ,Botafogo - RJ,2,Avaí - SC,0
33,Vila Belmiro - Santos - SP,11/16/2019 17:00:00,325,,Santos - SP,1,São Paulo - SP,1
33,Maracanã - Rio de Janeiro - RJ,11/16/2019 19:00:00,327,,Fluminense - RJ,1,Atlético - MG,1
33,Arena do Grêmio - Porto Alegre - RS,11/17/2019 16:00:00,321,Flamengo - RJ,Grêmio - RS,0,Flamengo - RJ,1
33,Arena Fonte Nova - Salvador - BA,11/17/2019 16:00:00,329,,Bahia - BA,1,Palmeiras - SP,1
33,Arena Corinthians - Sao Paulo - SP,11/17/2019 18:00:00,324,,Corinthians - SP,0,Internacional - RS,0
33,Arena Condá - Chapeco - SC,11/17/2019 18:00:00,328,Chapecoense - SC,Chapecoense - SC,1,Ceará - CE,0
33,Arena da Baixada - Curitiba - PR,11/17/2019 18:00:00,330,Athletico Paranaense - PR,Athletico Paranaense - PR,1,Botafogo - RJ,0
33,Arena Castelão - Fortaleza - CE,11/17/2019 19:00:00,323,Fortaleza - CE,Fortaleza - CE,3,Csa - AL,0
33,São Januário - Rio de Janeiro - RJ,11/18/2019 19:30:00,326,,Vasco da Gama - RJ,1,Goiás - GO,1
33,Mineirão - Belo Horizonte - MG,11/18/2019 20:00:00,322,,Cruzeiro - MG,0,Avaí - SC,0
34,Maracanã - Rio de Janeiro - RJ,11/13/2019 21:30:00,336,,Flamengo - RJ,4,Vasco da Gama - RJ,4
34,Vila Belmiro - Santos - SP,11/23/2019 21:00:00,335,Santos - SP,Santos - SP,4,Cruzeiro - MG,1
34,Serra Dourada - Goiania - GO,11/24/2019 16:00:00,339,Goiás - GO,Goiás - GO,4,Bahia - BA,3
34,Mineirão - Belo Horizonte - MG,11/24/2019 16:00:00,332,Athletico Paranaense - PR,Atlético - MG,0,Athletico Paranaense - PR,1
34,Allianz Parque - Sao Paulo - SP,11/24/2019 16:00:00,334,Grêmio - RS,Palmeiras - SP,1,Grêmio - RS,2
34,Nilton Santos - Rio de Janeiro - RJ,11/24/2019 18:00:00,337,Botafogo - RJ,Botafogo - RJ,1,Corinthians - SP,0
34,Ressacada - Florianopolis - SC,11/24/2019 19:00:00,338,Chapecoense - SC,Avaí - SC,0,Chapecoense - SC,1
34,Beira-Rio - Porto Alegre - RS,11/24/2019 19:00:00,331,,Internacional - RS,2,Fortaleza - CE,2
34,Arena Castelão - Fortaleza - CE,11/24/2019 19:00:00,333,,Ceará - CE,1,São Paulo - SP,1
34,Rei Pelé - Maceio - AL,11/25/2019 20:00:00,340,Fluminense - RJ,Csa - AL,0,Fluminense - RJ,1
35,Arena Condá - Chapeco - SC,11/27/2019 19:30:00,348,Botafogo - RJ,Chapecoense - SC,0,Botafogo - RJ,1
35,Beira-Rio - Porto Alegre - RS,11/27/2019 19:30:00,341,Goiás - GO,Internacional - RS,1,Goiás - GO,2
35,Arena Fonte Nova - Salvador - BA,11/27/2019 21:00:00,349,,Bahia - BA,1,Atlético - MG,1
35,Arena da Baixada - Curitiba - PR,11/27/2019 21:30:00,350,Athletico Paranaense - PR,Athletico Paranaense - PR,2,Grêmio - RS,0
35,Arena Corinthians - Sao Paulo - SP,11/27/2019 21:30:00,344,Corinthians - SP,Corinthians - SP,3,Avaí - SC,0
35,Maracanã - Rio de Janeiro - RJ,11/27/2019 21:30:00,346,Flamengo - RJ,Flamengo - RJ,4,Ceará - CE,1
35,Maracanã - Rio de Janeiro - RJ,11/28/2019 19:30:00,347,Fluminense - RJ,Fluminense - RJ,1,Palmeiras - SP,0
35,Arena Castelão - Fortaleza - CE,11/28/2019 20:00:00,343,Fortaleza - CE,Fortaleza - CE,2,Santos - SP,1
35,Morumbi - Sao Paulo - SP,11/28/2019 20:30:00,345,São Paulo - SP,São Paulo - SP,1,Vasco da Gama - RJ,0
35,Mineirão - Belo Horizonte - MG,11/28/2019 21:30:00,342,Csa - AL,Cruzeiro - MG,0,Csa - AL,1
36,Nilton Santos - Rio de Janeiro - RJ,11/30/2019 19:00:00,357,Internacional - RS,Botafogo - RJ,0,Internacional - RS,1
36,Arena Castelão - Fortaleza - CE,11/30/2019 19:00:00,353,,Ceará - CE,1,Athletico Paranaense - PR,1
36,Serra Dourada - Goiania - GO,12/01/2019 16:00:00,359,Fortaleza - CE,Goiás - GO,1,Fortaleza - CE,2
36,Ressacada - Florianopolis - SC,12/01/2019 16:00:00,358,,Avaí - SC,1,Fluminense - RJ,1
36,Allianz Parque - Sao Paulo - SP,12/01/2019 16:00:00,354,Flamengo - RJ,Palmeiras - SP,1,Flamengo - RJ,3
36,Independência - Belo Horizonte - MG,12/01/2019 18:00:00,352,Atlético - MG,Atlético - MG,2,Corinthians - SP,1
36,Rei Pelé - Maceio - AL,12/01/2019 18:00:00,360,Bahia - BA,Csa - AL,1,Bahia - BA,2
36,Vila Belmiro - Santos - SP,12/01/2019 19:00:00,355,Santos - SP,Santos - SP,2,Chapecoense - SC,0
36,Arena do Grêmio - Porto Alegre - RS,12/01/2019 19:00:00,351,Grêmio - RS,Grêmio - RS,3,São Paulo - SP,0
36,São Januário - Rio de Janeiro - RJ,12/02/2019 20:00:00,356,Vasco da Gama - RJ,Vasco da Gama - RJ,1,Cruzeiro - MG,0
37,Arena da Baixada - Curitiba - PR,12/04/2019 19:00:00,370,Athletico Paranaense - PR,Athletico Paranaense - PR,1,Santos - SP,0
37,Mineirão - Belo Horizonte - MG,12/04/2019 19:30:00,362,Atlético - MG,Atlético - MG,2,Botafogo - RJ,0
37,Arena Castelão - Fortaleza - CE,12/04/2019 19:30:00,363,Corinthians - SP,Ceará - CE,0,Corinthians - SP,1
37,Arena Condá - Chapeco - SC,12/04/2019 21:00:00,368,Chapecoense - SC,Chapecoense - SC,3,Csa - AL,0
37,Morumbi - Sao Paulo - SP,12/04/2019 21:30:00,365,São Paulo - SP,São Paulo - SP,2,Internacional - RS,1
37,Maracanã - Rio de Janeiro - RJ,12/04/2019 21:30:00,367,,Fluminense - RJ,0,Fortaleza - CE,0
37,Brinco de Ouro - Campinas - SP,12/05/2019 19:15:00,364,Palmeiras - SP,Palmeiras - SP,5,Goiás - GO,1
37,Arena Fonte Nova - Salvador - BA,12/05/2019 19:15:00,369,,Bahia - BA,1,Vasco da Gama - RJ,1
37,Arena do Grêmio - Porto Alegre - RS,12/05/2019 19:15:00,361,Grêmio - RS,Grêmio - RS,2,Cruzeiro - MG,0
37,Maracanã - Rio de Janeiro - RJ,12/05/2019 20:00:00,366,Flamengo - RJ,Flamengo - RJ,6,Avaí - SC,1
38,Beira-Rio - Porto Alegre - RS,12/08/2019 16:00:00,371,,Internacional - RS,0,Atlético - MG,0
38,Mineirão - Belo Horizonte - MG,12/08/2019 16:00:00,372,Palmeiras - SP,Cruzeiro - MG,0,Palmeiras - SP,2
38,Arena Castelão - Fortaleza - CE,12/08/2019 16:00:00,373,Fortaleza - CE,Fortaleza - CE,2,Bahia - BA,1
38,Arena Corinthians - Sao Paulo - SP,12/08/2019 16:00:00,374,Fluminense - RJ,Corinthians - SP,1,Fluminense - RJ,2
38,Vila Belmiro - Santos - SP,12/08/2019 16:00:00,375,Santos - SP,Santos - SP,4,Flamengo - RJ,0
38,Maracanã - Rio de Janeiro - RJ,12/08/2019 16:00:00,376,,Vasco da Gama - RJ,1,Chapecoense - SC,1
38,Nilton Santos - Rio de Janeiro - RJ,12/08/2019 16:00:00,377,,Botafogo - RJ,1,Ceará - CE,1
38,Ressacada - Florianopolis - SC,12/08/2019 16:00:00,378,,Avaí - SC,0,Athletico Paranaense - PR,0
38,Serra Dourada - Goiania - GO,12/08/2019 16:00:00,379,Goiás - GO,Goiás - GO,3,Grêmio - RS,2
38,Rei Pelé - Maceio - AL,12/08/2019 16:00:00,380,São Paulo - SP,Csa - AL,1,São Paulo - SP,2
